ID|KOD|NAME|PARENT_ID
13418|S36.91|Травма неуточненного внутрибрюшного органа с открытой раной в брюшную полость|13416
13419|S36.8|Травма других внутрибрюшных органов|13397
13420|S36.80|Травма других внутрибрюшных органов без открытой раны в брюшную полость|13419
13421|S36.81|Травма других внутрибрюшных органов с открытой раной в брюшную полость|13419
13422|S36.1|Травма печени или желчного пузыря|13397
13423|S36.10|Травма печени или желчного пузыря без открытой раны в брюшную полость|13422
13424|S36.11|Травма печени или желчного пузыря с открытой раной в брюшную полость|13422
13425|S36.0|Травма селезенки|13397
13426|S36.00|Травма селезенки без открытой раны в брюшную полость|13425
13427|S36.01|Травма селезенки с открытой раной в брюшную полость|13425
13428|S35|Травма кровеносных сосудов на уровне живота, нижней части спины и таза|13354
13429|S35.9|Травма неуточненного кровеносного сосуда на уровне живота, нижней части спины и таза|13428
13430|S35.8|Травма других кровеносных сосудов на уровне живота, нижней части спины и таза|13428
13431|S35.7|Травма нескольких кровеносных сосудов на уровне живота, нижней части спины и таза|13428
13432|S35.5|Травма подвздошных кровеносных сосудов|13428
13433|S35.4|Травма кровеносных сосудов почки|13428
13434|S35.3|Травма воротной или селезеночной вены|13428
13435|S35.1|Травма нижней полой вены|13428
13436|S35.0|Травма брюшной части аорты|13428
13437|S35.2|Травма чревной или брыжеечной артерии|13428
13438|S34|Травма нервов и поясничного отдела спинного мозга на уровне живота, нижней части спины и таза|13354
13439|S34.8|Травма других и неуточненных нервов на уровне живота, нижней части спины и таза|13438
13440|S34.6|Травма периферического(их) нерва(ов) живота, нижней части спины и таза|13438
13441|S34.5|Травма поясничных, крестцовых и тазовых симпатических нервов|13438
13442|S34.4|Травма пояснично-крестцового нервного сплетения|13438
13443|S34.3|Травма конского хвоста|13438
13444|S34.2|Травма нервного корешка пояснично-крестцового отдела позвоночника|13438
13445|S34.1|Другая травма поясничного отдела спинного мозга|13438
13446|S34.0|Сотрясение и отек поясничного отдела спинного мозга|13438
13447|S33|Вывих, растяжение и перенапряжение капсульно-связочного аппарата поясничного отдела позвоночника и таза|13354
13448|S33.7|Растяжение и перенапряжение капсульно-связочного аппарата другой и неуточненной части пояснично-крестцового отдела позвоночника и таза|13447
13449|S33.6|Растяжение и перенапряжение капсульно-связочного аппарата крестцово-подвздошного сустава|13447
13450|S33.5|Растяжение и перенапряжение капсульно-связочного аппарата поясничного отдела позвоночника|13447
13451|S33.4|Травматический разрыв лобкового симфиза [лонного сочленения]|13447
13452|S33.3|Вывих другой и неуточненной части пояснично-крестцового отдела позвоночника и таза|13447
13453|S33.2|Вывих крестцово-подвздошного сустава и крестцово-копчикового соединения|13447
13454|S33.1|Вывих поясничного позвонка|13447
13455|S33.0|Травматический разрыв межпозвоночного диска в пояснично-крестцовом отделе|13447
13456|S32|Перелом пояснично-крестцового отдела позвоночника и костей таза|13354
13457|S32.2|Перелом копчика|13456
13458|S32.20|Перелом копчика закрытый|13457
13459|S32.21|Перелом копчика открытый|13457
13460|S32.1|Перелом крестца|13456
13461|S32.10|Перелом крестца закрытый|13460
13462|S32.11|Перелом крестца открытый|13460
13463|S32.8|Переломы других и неуточненных частей пояснично-крестцового отдела позвоночника и костей таза|13456
13464|S32.80|Переломы других и неуточненных частей пояснично-крестцового отдела позвоночника и костей таза закрытый|13463
13465|S32.81|Переломы других и неуточненных частей пояснично-крестцового отдела позвоночника и костей таза открытый|13463
13466|S32.7|Множественные переломы пояснично-крестцового отдела позвоночника и костей таза|13456
13467|S32.70|Множественные переломы пояснично-крестцового отдела позвоночника и костей таза закрытый|13466
13468|S32.71|Множественные переломы пояснично-крестцового отдела позвоночника и костей таза открытый|13466
13469|S32.0|Перелом поясничного позвонка|13456
13470|S32.00|Перелом поясничного позвонка закрытый|13469
13471|S32.01|Перелом поясничного позвонка открытый|13469
13472|S32.5|Перелом лобковой кости|13456
13473|S32.50|Перелом лобковой кости закрытый|13472
13474|S32.51|Перелом лобковой кости открытый|13472
13475|S32.4|Перелом вертлужной впадины|13456
13476|S32.40|Перелом вертлужной впадины закрытый|13475
13477|S32.41|Перелом вертлужной впадины открытый|13475
13478|S32.3|Перелом подвздошной кости|13456
13479|S32.30|Перелом подвздошной кости закрытый|13478
13480|S32.31|Перелом подвздошной кости открытый|13478
13481|S31|Открытая рана живота, нижней части спины и таза|13354
13482|S31.8|Открытая рана другой и неуточненной части живота|13481
13483|S31.7|Множественные открытые раны живота, нижней части спины и таза|13481
13484|S31.5|Открытая рана других и неуточненных наружных половых органов|13481
13485|S31.4|Открытая рана влагалища и вульвы|13481
13486|S31.3|Открытая рана мошонки и яичек|13481
13487|S31.2|Открытая рана полового члена|13481
13488|S31.1|Открытая рана брюшной стенки|13481
13489|S31.0|Открытая рана нижней части спины и таза|13481
13490|S30|Поверхностная травма живота, нижней части спины и таза|13354
13491|S30.9|Поверхностная травма живота, нижней части спины и таза неуточненной локализации|13490
13492|S30.8|Другие поверхностные травмы живота, нижней части спины и таза|13490
13493|S30.7|Множественные поверхностные травмы живота, нижней части спины и таза|13490
13494|S30.2|Ушиб наружных половых органов|13490
13495|S30.1|Ушиб стенки живота|13490
13496|S30.0|Ушиб нижней части спины и таза|13490
13497|S20-S29|ТРАВМЫ ГРУДНОЙ КЛЕТКИ|12184
13498|S28|Размозжение грудной клетки и травматическая ампутация части грудной клетки|13497
13499|S29|Другие и неуточненные травмы грудной клетки|13497
13500|S29.9|Травма грудной клетки неуточненная|13499
13501|S29.8|Другие уточненные травмы грудной клетки|13499
13502|S29.7|Множественные травмы грудной клетки|13499
13503|S29.0|Травма мышцы и сухожилия на уровне грудной клетки|13499
13504|S28.1|Травматическая ампутация части грудной клетки|13498
13505|S28.0|Раздавленная грудная клетка|13498
13506|S27|Травма других и неуточненных органов грудной полости|13497
13507|S27.9|Травма неуточненного органа грудной полости|13506
13508|S27.90|Травма неуточненного органа грудной полости без открытой раны в грудную полость|13507
13509|S27.91|Травма неуточненного органа грудной полости с открытой раной в грудную полость|13507
13510|S27.8|Травма других уточненных органов грудной полости|13506
13511|S27.80|Травмы других уточненных органов грудной полости без открытой раны в грудную по лость|13510
13512|S27.81|Травмы других уточненных органов грудной полости с открытой раной в грудную полость|13510
13513|S27.7|Множественные травмы органов грудной полости|13506
13514|S27.70|Множественные травмы органов грудной полости без открытой раны в грудную полость|13513
13515|S27.71|Множественные травмы органов грудной полости с открытой раной в грудную полость|13513
13516|S27.6|Травма плевры|13506
13517|S27.60|Травма плевры без открытой раны в грудную полость|13516
13518|S27.61|Травма плевры с открытой раной в грудную полость|13516
13519|S27.5|Травма грудного отдела трахеи|13506
13520|S27.50|Травма грудного отдела трахеи без открытой раны в грудную полость|13519
13521|S27.51|Травма грудного отдела трахеи с открытойраной в грудную полость|13519
13522|S27.4|Травма бронхов|13506
13523|S27.40|Травма бронхов без открытой раны в грудную полость|13522
13524|S27.41|Травма бронхов с открытой раной в грудную полость|13522
13525|S27.3|Другие травмы легкого|13506
13526|S27.30|Другие травмы легкого без открытой раны в грудную полость|13525
13527|S27.31|Другие травмы легкого с открытой раной в грудную полость|13525
13528|S27.2|Травматический гемопневмоторакс|13506
13529|S27.20|Травматический гемопневмоторакс без открытой раны в грудную полость|13528
13530|S27.21|Травматический гемопневмоторакс с открытой раной в грудную полость|13528
13531|S27.1|Травматический гемоторакс|13506
13532|S27.10|Травматический гемоторакс без открытой раны в грудную полость|13531
13533|S27.11|Травматический гемоторакс с открытой раной в грудную полость|13531
13534|S27.0|Травматический пневмоторакс|13506
13535|S27.00|Травматический пневмоторакс без открытой раны в грудную полость|13534
13536|S27.01|Травматический пневмоторакс с открытой раной в грудную полость|13534
13537|S26|Травма сердца|13497
13538|S26.9|Травма сердца неуточненная|13537
13539|S26.8|Другие травмы сердца|13537
13540|S26.0|Травма сердца с кровоизлиянием в сердечную сумку[гемоперикард]|13537
13541|S25|Травма кровеносных сосудов грудного отдела|13497
13542|S25.9|Травма неуточненного кровеносного сосуда грудного отдела|13541
13543|S25.8|Травма других кровеносных сосудов грудного отдела|13541
13544|S25.7|Травма нескольких кровеносных сосудов грудного отдела|13541
13545|S25.5|Травма межреберных кровеносных сосудов|13541
13546|S25.4|Травма легочных кровеносных сосудов|13541
13547|S25.3|Травма безымянной или подключичной вены|13541
13548|S25.2|Травма верхней полой вены|13541
13549|S25.1|Травма безымянной или подключичной артерии|13541
13550|S25.0|Травма грудного отдела аорты|13541
13551|S24|Травма нервов и спинного мозга в грудном отделе|13497
13552|S24.6|Травма уточненного нерва грудного отдела|13551
13553|S24.5|Травма других нервов грудного отдела|13551
13554|S24.4|Травма симпатических нервов грудного отдела|13551
13555|S24.3|Травма периферических нервов грудной клетки|13551
13556|S24.2|Травма нервного корешка грудного отдела позвоночника|13551
13557|S24.1|Другие и неуточненные травмы грудного отдела спинного мозга|13551
13558|S24.0|Ушиб и отек грудного отдела спинного мозга|13551
13559|S23|Вывих, растяжение и перенапряжение капсульно-связочного аппарата грудной клетки|13497
13560|S23.5|Растяжение и перенапряжение связочного аппарата другого и неуточненного отдела грудной клетки|13559
13561|S23.4|Растяжение и перенапряжение связочного аппарата ребер и грудины|13559
13562|S23.3|Растяжение и перенапряжение связочного аппарата грудного отдела позвоночника|13559
13563|S23.2|Вывих другого и неуточненного отдела грудной клетки|13559
13564|S23.1|Вывих грудного позвонка|13559
13565|S23.0|Травматический разрыв межпозвоночного диска в грудном отделе|13559
13566|S22|Перелом ребра (ребер), грудины и грудного отдела позвоночника|13497
13567|S22.4|Множественные переломы ребер|13566
13568|S22.9|Перелом неуточненного отдела костной грудной клетки|13566
13569|S22.90|Перелом неуточненного отдела костной грудной клетки закрытый|13568
13570|S22.91|Перелом неуточненного отдела костной грудной клетки открытый|13568
13571|S22.8|Перелом других отделов костной грудной клетки|13566
13572|S22.80|Перелом других отделов костной грудной клетки закрытый|13571
13573|S22.81|Перелом других отделов костной грудной клетки открытый|13571
13574|S22.5|Западающая грудная клетка|13566
13575|S22.50|Западающая грудная клетка, закрытый перелом|13574
13576|S22.51|Западающая грудная клетка, открытый перелом|13574
13577|S22.40|Множественные переломы ребер закрытые|13567
13578|S22.41|Множественные переломы ребер открытые|13567
13579|S22.3|Перелом ребра|13566
13580|S22.30|Перелом ребра закрытый|13579
13581|S22.31|Перелом ребра открытый|13579
13582|S22.2|Перелом грудины|13566
13583|S22.20|Перелом грудины закрытый|13582
13584|S22.21|Перелом грудины открытый|13582
13585|S22.1|Множественные переломы грудного отдела позвоночника|13566
13586|S22.10|Множественные переломы грудного отдела позвоночника закрытые|13585
13587|S22.11|Множественные переломы грудного отдела позвоночника открытые|13585
13588|S22.0|Перелом грудного позвонка|13566
13589|S22.00|Перелом грудного позвонка закрытый|13588
13590|S22.01|Перелом грудного позвонка открытый|13588
13591|S21|Открытая рана грудной клетки|13497
13592|S21.9|Открытая рана неуточненного отдела грудной клетки|13591
13593|S21.8|Открытая рана других отделов грудной клетки|13591
13594|S21.7|Множественные открытые раны стенки грудной клетки|13591
13595|S21.2|Открытая рана задней стенки грудной клетки|13591
13596|S21.1|Открытая рана передней стенки грудной клетки|13591
13597|S21.0|Открытая рана молочной железы|13591
13598|S20|Поверхностная травма грудной клетки|13497
13599|S20.8|Поверхностные травмы другой и неуточненной части грудной клетки|13598
13600|S20.7|Множественные поверхностные травмы грудной клетки|13598
13601|S20.2|Ушиб грудной клетки|13598
13602|S20.1|Другие и неуточненные поверхностные травмы молочной железы|13598
13603|S20.0|Ушиб молочной железы|13598
13604|S20.4|Другие поверхностные травмы задней стенки грудной клетки|13598
13605|S20.3|Другие поверхностные травмы передней стенки грудной клетки|13598
13606|T90-T98|ПОСЛЕДСТВИЯ ТРАВМ, ОТРАВЛЕНИЙ И ДРУГИХ ВОЗДЕЙСТВИЙ ВНЕШНИХ ПРИЧИН|12184
13607|T98|Последствия других и неуточненных воздействий внешних причин|13606
13608|T98.3|Последствия осложнений хирургических и терапевтических вмешательств, не классифицированные в других рубриках|13607
13609|T98.2|Последствия  некоторых ранних осложнений травмы|13607
13610|T98.1|Последствия других и неуточненных воздействий внешних причин|13607
13611|T98.0|Последствия воздействия инородного тела, попавшего через естественное отверстие тела|13607
13612|T97|Последствия токсического действия веществ преимущественно немедицинского назначения|13606
13613|T96|Последствия отравлений лекарственными средствами, медикаментами и биологическими веществами|13606
13614|T95|Последствия термических и химических ожогов и отморожений|13606
13615|T95.9|Последствия неуточненных термических и химических ожогов отморожений|13614
13616|T95.8|Последствия других уточненных термических и химических ожогов и отморожений|13614
13617|T95.4|Последствия термических и химических ожогов, классифицированных только в соответствии с площадью пораженного участка тела|13614
13618|T95.3|Последствия термического и химического ожога и отморожения нижней конечности|13614
13619|T95.2|Последствия термического и химического ожога и отморожения верхней конечности|13614
13620|T95.1|Последствия термического и химического ожога и отморожения туловища|13614
13621|T95.0|Последствия термического и химического ожога и отморожения головы и шеи|13614
13622|T94|Последствия травм, захватывающих несколько областей тела, и травм неуточненной локализации|13606
13623|T94.1|Последствия травм, неуточненных по локализации|13622
13624|T94.0|Последствия травм, захватывающих несколько областей тела|13622
13625|T90|Последствия травм головы|13606
13626|T90.0|Последствия поверхностной травмы головы|13625
13627|T90.9|Последствия неуточненной травмы головы|13625
13628|T90.8|Последствия других уточненных травм головы|13625
13629|T90.5|Последствия внутричерепной травмы|13625
13630|T90.4|Последствия травмы глаза окологлазничной области|13625
13631|T90.3|Последствия травмы черепных нервов|13625
13632|T90.2|Последствия перелома черепа и костей лица|13625
13633|T90.1|Последствия открытого ранения головы|13625
13634|T93|Последствия травм нижней конечности|13606
13635|T93.9|Последствия неуточненной травмы нижней конечности|13634
13636|T93.8|Последствия других уточненных травм нижней конечности|13634
13637|T93.6|Последствия размозжения и травматической ампутации нижней конечности|13634
13638|T93.5|Последствия травмы мышцы и сухожилия нижней конечности|13634
13639|T93.4|Последствия травмы нерва нижней конечности|13634
13640|T93.3|Последствия вывиха, растяжения и деформации нижней конечности|13634
13641|T93.2|Последствия других переломов нижней конечности|13634
13642|T93.1|Последствия перелома бедра|13634
13643|T93.0|Последствия открытого ранения нижней конечности|13634
13644|T92|Последствия травм верхней конечности|13606
13645|T92.9|Последствия неуточненной травмы верхней конечности|13644
13646|T92.8|Последствия других уточненных травм верхней конечности|13644
13647|T92.6|Последствия размозжения и травматической ампутации верхней конечности|13644
13648|T92.5|Последствия травмы мышцы и сухожилия верхней конечности|13644
13649|T92.4|Последствия травмы нерва верхней конечности|13644
13650|T92.3|Последствия вывиха, растяжения и деформации верхней конечности|13644
13651|T92.1|Последствия перелома верхней конечности, исключая запястье и кисть|13644
13652|T92.0|Последствия открытого ранения верхней конечности|13644
13653|T92.2|Последствия перелома на уровне запястья и кисти|13644
13654|T91|Последствия травм шеи и туловища|13606
13655|T91.9|Последствия неуточненной травмы шеи и туловища|13654
13656|T91.8|Последствия других уточненных травм шеи и туловища|13654
13657|T91.5|Последствия травмы внутрибрюшных и тазовых органов|13654
13658|T91.4|Последствия травмы внутригрудных органов|13654
13659|T91.3|Последствия травмы спинного мозга|13654
13660|T91.2|Последствия других переломов грудной клетки и таза|13654
13661|T91.1|Последствия перелома позвоночника|13654
13662|T91.0|Последствия поверхностной травмы и открытого ранения шеи и туловища|13654
13663|S00-S09|ТРАВМЫ ГОЛОВЫ|12184
13664|S07|Размозжение головы|13663
13665|S02|Перелом черепа и лицевых костей|13663
13666|S02.0|Перелом свода черепа|13665
13667|S02.00|Перелом свода черепа закрытый|13666
13668|S02.01|Перелом свода черепа открытый|13666
13669|S02.6|Перелом нижней челюсти|13665
13670|S02.60|Перелом нижней челюсти закрытый|13669
13671|S02.61|Перелом нижней челюсти открытый|13669
13672|S02.5|Перелом зуба|13665
13673|S02.50|Перелом зуба закрытый|13672
13674|S02.51|Перелом зуба открытый|13672
13675|S02.4|Перелом скуловой кости и верхней челюсти|13665
13676|S02.40|Перелом скуловой кости и верхней челюсти закрытый|13675
13677|S02.41|Перелом скуловой кости и верхней челюсти открытый|13675
13678|S02.3|Перелом дна глазницы|13665
13679|S02.30|Перелом дна глазницы закрытый|13678
13680|S02.31|Перелом дна глазницы открытый|13678
13681|S02.2|Перелом костей носа|13665
13682|S02.20|Перелом костей носа закрытый|13681
13683|S02.21|Перелом костей носа открытый|13681
13684|S02.1|Перелом основания черепа|13665
13685|S02.10|Перелом основания черепа закрытый|13684
13686|S02.11|Перелом основания черепа открытый|13684
13687|S02.9|Перелом неуточненной части костей черепа и лицевых костей|13665
13688|S02.90|Перелом неуточненной части костей черепа и лицевых костей закрытый|13687
13689|S02.91|Перелом неуточненной части костей черепа и лицевых костей открытый|13687
13690|S02.8|Переломы других лицевых костей и костей черепа|13665
13691|S02.80|Перелом других лицевых костей и костей черепа закрытый|13690
13692|S02.81|Перелом других лицевых костей и костей черепа открытый|13690
13693|S02.7|Множественные переломы черепа и лицевых костей|13665
13694|S02.70|Множественные переломы костей черепа и лицевых костей закрытые|13693
13695|S02.71|Множественные переломы костей черепа и лицевых костей открытые|13693
13696|S01|Открытая рана головы|13663
13697|S01.4|Открытая рана щеки и височно-нижнечелюстной области|13696
13698|S01.9|Открытая рана головы неуточненной локализации|13696
13699|S01.8|Открытая рана других областей головы|13696
13700|S01.7|Множественные открытые раны головы|13696
13701|S01.5|Открытая рана губы и полости рта|13696
13702|S01.3|Открытая рана уха|13696
13703|S01.2|Открытая рана носа|13696
13704|S01.1|Открытая рана века и окологлазничной области|13696
13705|S01.0|Открытая рана волосистой части головы|13696
13706|S00|Поверхностная травма головы|13663
13707|S00.9|Поверхностная травма головы неуточненной локализации|13706
13708|S00.8|Поверхностная травма других частей головы|13706
13709|S00.7|Множественные поверхностные травмы головы|13706
13710|S00.5|Поверхностная травма губы и полости рта|13706
13711|S00.4|Поверхностная травма уха|13706
13712|S00.3|Поверхностная травма носа|13706
13713|S00.2|Другие поверхностные травмы века и окологлазничной области|13706
13714|S00.1|Ушиб века и окологлазничной области|13706
13715|S00.0|Поверхностная травма волосистой части головы|13706
13716|S09|Другие и неуточненные травмы головы|13663
13717|S09.9|Травма головы неуточненная|13716
13718|S09.8|Другие уточненные травмы головы|13716
13719|S09.7|Множественные травмы головы|13716
13720|S09.2|Травматический разрыв барабанной перепонки|13716
13721|S09.1|Травма мышц и сухожилий головы|13716
13722|S09.0|Повреждение кровеносных сосудов головы, не классифицированное в других рубриках|13716
13723|S08|Травматическая ампутация части головы|13663
13724|S08.9|Травматическая ампутация неуточненной части головы|13723
13725|S08.8|Травматическая ампутация других частей головы|13723
13726|S08.1|Травматическая ампутация уха|13723
13727|S08.0|Отрыв волосистой части головы|13723
13728|S07.9|Размозжение неуточненной части головы|13664
13729|S07.8|Размозжение других частей головы|13664
13730|S07.1|Размозжение черепа|13664
13731|S07.0|Размозжение лица|13664
13732|S06|Внутричерепная травма|13663
13733|S06.9|Внутричерепная травма неуточненная|13732
13734|S06.90|Внутричерепная травма неуточненная без открытой внутричерепной раны|13733
13735|S06.91|Внутричерепная травма неуточненная с открытой внутричерепной раной|13733
13736|S06.8|Другие внутричерепные травмы|13732
13737|S06.80|Другие внутричерепные травмы без открытой внутричерепной раны|13736
13738|S06.81|Другие внутричерепные травмы с открытой внутричерепной раной|13736
13739|S06.7|Внутричерепная травма с продолжительным коматозным состоянием|13732
13740|S06.70|Внутричерепная травма с продолжительным коматозным состоянием без открытой внутричерепной раны|13739
13741|S06.71|Внутричерепная травма с продолжительным коматозным состоянием с открытой внутричерепной раной|13739
13742|S06.6|Травматическое субарахноидальное кровоизлияние|13732
13743|S06.60|Травматическое субарахноидальное кровоизлияние без открытой внутричерепной раны|13742
13744|S06.61|Травматическое субарахноидальное кровоизлияние с открытой внутричерепной раной|13742
13745|S06.5|Травматическое субдуральное кровоизлияние|13732
13746|S06.50|Травматическое субдуральное кровоизлияние без открытой внутричерепной раны|13745
13747|S06.51|Травматическое субдуральное кровоизлияние с открытой внутричерепной раной|13745
13748|S06.4|Эпидуральное кровоизлияние|13732
13749|S06.40|Эпидуральное кровоизлияние без открытой внутричерепной раны|13748
13750|S06.41|Эпидуральное кровоизлияние с открытой внутричерепной раной|13748
13751|S06.3|Очаговая травма головного мозга|13732
13752|S06.30|Очаговая травма головного мозга без открытой внутричерепной раны|13751
13753|S06.31|Очаговая травма головного мозга с открытой внутричерепной раной|13751
13754|S06.2|Диффузная травма головного мозга|13732
13755|S06.20|Диффузная травма головного мозга без открытой внутричерепной раны|13754
13756|S06.21|Диффузная травма головного мозга с открытой внутричерепной раной|13754
13757|S06.1|Травматический отек головного мозга|13732
13758|S06.10|Травматический отек головного мозга без открытой внутричерепной раны|13757
13759|S06.11|Травматический отек головного мозга с открытой внутричерепной раной|13757
13760|S06.0|Сотрясение головного мозга|13732
13761|S06.00|Сотрясение головного мозга без открытой внутричерепной раны|13760
13762|S06.01|Сотрясение головного мозга с открытой внутричерепной раной|13760
13763|S05|Травма глаза и глазницы|13663
13764|S05.5|Проникающая рана глазного яблока с инородным телом|13763
13765|S05.9|Травма неуточненной части глаза и орбиты|13763
13766|S05.8|Другие травмы глаза и орбиты|13763
13767|S05.7|Отрыв глазного яблока|13763
13768|S05.6|Проникающая рана глазного яблока без инородного тела|13763
13769|S05.4|Проникающая рана глазницы с наличием инородного тела или без него|13763
13770|S05.3|Рваная рана глаза без выпадения или потери внутриглазной ткани|13763
13771|S05.2|Рваная рана глаза с выпадением или потерей внутриглазной ткани|13763
13772|S05.1|Ушиб глазного яблока и тканей глазницы|13763
13773|S05.0|Травма конъюнктивы и ссадина роговицы без упоминания об инородном теле|13763
13774|S04|Травма черепных нервов|13663
13775|S04.9|Травма черепного нерва неуточненного|13774
13776|S04.8|Травма других черепных нервов|13774
13777|S04.7|Травма добавочного нерва|13774
13778|S04.6|Травма слухового нерва|13774
13779|S04.5|Травма лицевого нерва|13774
13780|S04.4|Травма отводящего нерва|13774
13781|S04.3|Травма тройничного нерва|13774
13782|S04.2|Травма блокового нерва|13774
13783|S04.1|Травма глазодвигательного нерва|13774
13784|S04.0|Травма зрительного нерва и зрительных проводящих путей|13774
13785|S03|Вывих, растяжение и перенапряжение суставов и связок головы|13663
13786|S03.5|Растяжение и перенапряжение суставов и связок других и неуточненных отделов головы|13785
13787|S03.4|Растяжение и перенапряжение сустава (связок) челюсти|13785
13788|S03.3|Вывих других и неуточненных областей головы|13785
13789|S03.2|Вывих зуба|13785
13790|S03.1|Вывих хрящевой перегородки носа|13785
13791|S03.0|Вывих челюсти|13785
13792|S50-S59|ТРАВМЫ ЛОКТЯ И ПРЕДПЛЕЧЬЯ|12184
13793|S58|Травматическая ампутация предплечья|13792
13794|S58.0|Травматическая ампутация на уровне локтевого сустава|13793
13795|S58.9|Травматическая ампутация предплечья на неуточненном уровне|13793
13796|S58.1|Травматическая ампутация на уровне между локтевым и лучезапястным суставами|13793
13797|S57|Размозжение предплечья|13792
13798|S57.9|Размозжение неуточненной части предплечья|13797
13799|S57.8|Размозжение других частей предплечья|13797
13800|S57.0|Размозжение локтевого сустава|13797
13801|S59|Другие и неуточненные травмы предплечья|13792
13802|S59.9|Травма предплечья неуточненная|13801
13803|S59.8|Другие уточненные травмы предплечья|13801
13804|S59.7|Множественные травмы предплечья|13801
13805|S56|Травма мышцы и сухожилия на уровне предплечья|13792
13806|S56.8|Травма других и неуточненных мышц и сухожилий на уровне предплечья|13805
13807|S56.7|Травма нескольких мышц и сухожилий на уровне предплечья|13805
13808|S56.5|Травма другого разгибателя и сухожилия на уровне предплечья|13805
13809|S56.4|Травма разгибателя другого(их) пальца(ев) и его сухожилия на уровне предплечья|13805
13810|S56.3|Травма разгибателя или отводящей мышцы большого пальца и их сухожилий на уровне предплечья|13805
13811|S56.2|Травма другого сгибателя и его сухожилия на уровне предплечья|13805
13812|S56.1|Травма сгибателя другого(их) пальца(ев) и его сухожилия на уровне предплечья|13805
13813|S56.0|Травма сгибателя большого пальца и его сухожилия на уровне предплечья|13805
13814|S55|Травма кровеносных сосудов на уровне предплечья|13792
13815|S55.9|Травма неуточненного кровеносного сосуда на уровне предплечья|13814
13816|S55.8|Травма других кровеносных сосудов на уровне предплечья|13814
13817|S55.7|Травма нескольких кровеносных сосудов на уровне предплечья|13814
13818|S55.2|Травма вены на уровне предплечья|13814
13819|S55.1|Травма лучевой артерии на уровне предплечья|13814
13820|S55.0|Травма локтевой артерии на уровне предплечья|13814
13821|S54|Травма нервов на уровне предплечья|13792
13822|S54.9|Травма неуточненного нерва на уровне предплечья|13821
13823|S54.8|Травма других нервов на уровне предплечья|13821
13824|S54.7|Травма нескольких нервов на уровне предплечья|13821
13825|S54.3|Травма кожного чувствительного нерва на уровне предплечья|13821
13826|S54.2|Травма лучевого нерва на уровне предплечья|13821
13827|S54.1|Травма срединного нерва на уровне предплечья|13821
13828|S54.0|Травма локтевого нерва на уровне предплечья|13821
13829|S53|Вывих, растяжение и перенапряжение капсульно-связочного аппарата локтевого сустава|13792
13830|S53.4|Растяжение и перенапряжение капсульно-связочного|13829
13831|S53.3|Травматический разрыв локтевой коллатеральной связки|13829
13832|S53.2|Травматический разрыв лучевой коллатеральной связки|13829
